area,amount_spent,tenure,qualification,cluster,cluster_label
South London,49769.885324795054,5.131605712127483,High School,1,Middle Income
Central London,2124.0108319744877,7.966898714356647,High School,0,Low Income
West London,47397.4035574185,8.427431109982084,PhD,1,Middle Income
South London,6574.024292501897,19.552674059272793,Masters,0,Low Income
East London,12762.97371053912,19.13866078070231,Bachelor,0,Low Income
West London,12635.098430933383,16.202614072289443,Masters,0,Low Income
South London,65271.819909490296,5.591519495564518,Masters,1,Middle Income
North London,74858.4430472769,2.2927089677417243,PhD,1,Middle Income
East London,58753.5077446188,7.02117861669187,Masters,1,Middle Income
South London,96255.08229897964,6.069096439242786,PhD,2,High Income
North London,38112.1873728467,10.612590202781483,Bachelor,0,Low Income
East London,29285.496541904213,15.776830291288068,High School,0,Low Income
Central London,86991.31369075656,17.308135838698302,High School,2,High Income
East London,23135.988013425813,17.052417622799663,PhD,0,Low Income
Central London,96359.03140462052,7.833835663238288,PhD,2,High Income
Central London,2203.292994291818,14.057452525752975,Masters,0,Low Income
Central London,97018.00384405626,6.943849752960181,Masters,2,High Income
West London,5272.831283107035,2.1572053214684717,High School,1,Middle Income
West London,89223.16825610904,14.329740046455903,High School,2,High Income
Central London,53242.40979954368,1.1867234988259692,High School,1,Middle Income
North London,99303.51481581073,8.774469161711282,PhD,2,High Income
Central London,8305.859908804487,7.258206116739439,Bachelor,0,Low Income
South London,55831.574155730756,14.174173231858196,Bachelor,2,High Income
Central London,96960.9510262908,15.5586639824472,PhD,2,High Income
West London,52786.68657284473,6.7777980834543925,Masters,1,Middle Income
West London,63310.46517539099,16.420913274452218,Bachelor,2,High Income
South London,69879.1202094771,6.584418449593741,Masters,1,Middle Income
South London,45999.56541200955,9.480200839744663,High School,1,Middle Income
East London,63128.24992832228,14.813352013268545,High School,2,High Income
North London,58847.11688038692,14.165484355270983,Masters,2,High Income
North London,90214.64303860792,19.760000973931803,High School,2,High Income
North London,5499.191653804329,5.278059460102705,PhD,1,Middle Income
West London,28815.3557696308,13.584040357252064,Masters,0,Low Income
North London,95090.73692357932,12.58395625723977,Masters,2,High Income
East London,89136.11460520071,18.38687063531057,Masters,2,High Income
East London,46110.01852578558,3.970880691252626,Bachelor,1,Middle Income
North London,62393.12718235214,15.284165108151726,Masters,2,High Income
South London,28460.737115132135,11.7971037091066,Masters,0,Low Income
East London,19623.99481265237,6.218651525970203,Masters,1,Middle Income
South London,46906.14208905823,10.014263368796307,Bachelor,1,Middle Income
West London,35981.87057457923,7.341755344326158,High School,1,Middle Income
East London,58781.955073236335,12.006954652980756,Bachelor,2,High Income
South London,8695.7290595335,17.891011605478653,PhD,0,Low Income
North London,97465.08595895048,11.816794703831839,Masters,2,High Income
West London,98634.86370348069,13.002725948205097,PhD,2,High Income
Central London,70118.00968795476,10.85620909517948,Bachelor,2,High Income
Central London,54073.54026806792,1.9721446224640422,High School,1,Middle Income
North London,31643.234012346446,5.424312580645791,High School,1,Middle Income
West London,81565.70695098792,10.348032859209573,Masters,2,High Income
West London,68788.38608283405,6.89447039114939,High School,1,Middle Income
West London,17099.076995144238,4.45350835746269,Bachelor,1,Middle Income
West London,91181.7912648904,10.578523996450329,Bachelor,2,High Income
Central London,82431.18704939373,7.133386075509156,High School,2,High Income
South London,95030.19141590048,5.90404522029488,Masters,2,High Income
West London,72846.23133044764,9.815722931367235,Masters,2,High Income
South London,61728.1043976432,3.5324009035612898,Bachelor,1,Middle Income
West London,42406.06059277127,18.627168928432738,High School,0,Low Income
East London,93340.11985204731,17.48633986046554,Bachelor,2,High Income
East London,86740.32506054043,14.444791129070172,Bachelor,2,High Income
East London,5476.648340512751,3.018062724180668,PhD,1,Middle Income
West London,3610.3304752279487,15.741667834924167,Bachelor,0,Low Income
South London,38269.87332092691,16.351189234071363,Masters,0,Low Income
Central London,81244.77974740145,15.587527736572415,High School,2,High Income
North London,98740.3368021795,3.165351855265582,High School,1,Middle Income
Central London,15891.27221924929,13.23425118428753,PhD,0,Low Income
West London,59818.940819861375,16.852171119238573,PhD,2,High Income
East London,38708.19480647113,11.969714623173687,Masters,0,Low Income
East London,97021.52538364571,13.281740129333691,PhD,2,High Income
South London,84369.77339043516,9.708906109099818,Bachelor,2,High Income
West London,83994.54176640265,11.045439077796999,Bachelor,2,High Income
Central London,47400.62281970206,1.653160308682779,Masters,1,Middle Income
West London,42067.13073142885,13.140297417492407,High School,0,Low Income
West London,28067.300121139917,2.5474970449320247,Masters,1,Middle Income
East London,6581.174168441785,9.265277292464244,PhD,0,Low Income
Central London,86607.51524925027,6.560446855680748,High School,2,High Income
North London,81477.19990387768,11.36313105402255,High School,2,High Income
East London,99972.04965532693,3.5349103749409347,High School,1,Middle Income
Central London,99667.04687031663,14.141224637493046,PhD,2,High Income
South London,55987.738854660114,16.105219201640935,Bachelor,2,High Income
East London,77129.75410287055,4.103734545119973,Bachelor,1,Middle Income
South London,94531.80725836038,2.981948659685761,PhD,1,Middle Income
East London,85115.09167706374,3.764794172959824,PhD,1,Middle Income
West London,25487.462072576567,17.665423676071534,Masters,0,Low Income
Central London,45603.86939569926,11.035595973370768,Masters,0,Low Income
South London,13786.782099998003,9.877958924142549,Bachelor,0,Low Income
East London,95451.05169861352,3.0275245629447314,PhD,1,Middle Income
South London,61011.288810637125,13.341564128382274,Masters,2,High Income
East London,23635.63774484281,17.49199224600671,PhD,0,Low Income
East London,67498.36775617981,16.735531517145606,PhD,2,High Income
North London,62194.695805331685,12.895039470635224,Bachelor,2,High Income
North London,36458.109085251206,2.430295616381799,Bachelor,1,Middle Income
North London,12242.201627763274,3.135543516344246,PhD,1,Middle Income
South London,67485.74636368715,1.9368707550866688,High School,1,Middle Income
West London,52510.462389475535,5.892105113356917,High School,1,Middle Income
East London,77459.5207818283,3.577567876047177,PhD,1,Middle Income
Central London,52496.186610087345,5.940912764796244,Bachelor,1,Middle Income
North London,85365.96853153547,8.316103058660271,High School,2,High Income
South London,55638.77703867407,18.916672897351578,Bachelor,2,High Income
South London,56532.85918200324,12.597145135852148,High School,2,High Income
South London,87788.70666317616,16.864501927976285,PhD,2,High Income
Central London,40944.80375502731,14.496678513534313,Masters,0,Low Income
Central London,14267.507616613433,3.1375594800060034,Masters,1,Middle Income
North London,3849.484955020558,14.982487721105027,Bachelor,0,Low Income
Central London,75758.58831168828,6.226878749623364,Bachelor,1,Middle Income
North London,62410.645583993,13.143049092899421,High School,2,High Income
Central London,70703.89704182313,7.478277499216782,PhD,1,Middle Income
Central London,22083.451989382163,19.955773002028526,High School,0,Low Income
Central London,14500.776083090206,6.007478110438779,PhD,1,Middle Income
North London,2439.921901120311,6.303478944711124,PhD,1,Middle Income
East London,35708.1683218531,18.682772855685567,Bachelor,0,Low Income
North London,59401.85099860867,1.4682436880901308,Masters,1,Middle Income
East London,39832.1604648735,14.237090769590742,Masters,0,Low Income
South London,44310.01728034918,14.781201423981685,Bachelor,0,Low Income
South London,90511.71075488109,16.891192970797587,Masters,2,High Income
North London,35477.29123530674,19.51434690213103,Bachelor,0,Low Income
East London,51884.95942682127,19.536436463976397,High School,0,Low Income
East London,78581.64826137316,2.240258393762814,PhD,1,Middle Income
East London,40257.73544980575,16.614947132305147,Masters,0,Low Income
South London,62586.583322559476,13.279888739490245,Masters,2,High Income
North London,86374.00716592777,13.299500553088732,High School,2,High Income
West London,95002.54174210656,3.438648605679201,High School,1,Middle Income
East London,15560.274611974755,13.353556162467413,Masters,0,Low Income
East London,92732.17489098794,19.667169031423708,Masters,2,High Income
West London,49719.51301487428,18.32455282124949,Bachelor,0,Low Income
North London,26566.194441596876,9.34348255529216,Bachelor,0,Low Income
East London,46454.43986758787,1.7590114924357925,Masters,1,Middle Income
North London,98023.22495326222,7.883576310003892,Bachelor,2,High Income
East London,49769.19130529409,16.701415920410547,High School,0,Low Income
Central London,33546.409418463314,14.328482927838154,PhD,0,Low Income
East London,63706.68457735585,9.727529456285172,Bachelor,2,High Income
Central London,24774.416259041114,2.046929168017791,PhD,1,Middle Income
North London,8510.469482757728,9.11099982864275,Bachelor,0,Low Income
East London,13759.092469154273,9.911473854639787,Masters,0,Low Income
South London,13676.538056819472,18.642555124988583,Bachelor,0,Low Income
South London,16038.36665771714,13.18063596806103,PhD,0,Low Income
West London,14743.890092291604,6.921405416438329,PhD,1,Middle Income
South London,64446.59973551825,10.981047024563706,Masters,2,High Income
Central London,19006.12835551534,2.255050848621041,PhD,1,Middle Income
South London,35221.06104906246,19.478796477345,Masters,0,Low Income
South London,89782.05258069518,7.841138136683794,Masters,2,High Income
South London,47922.202386024364,10.07947974334958,PhD,1,Middle Income
East London,67088.21611358169,7.750395510501529,High School,1,Middle Income
West London,18059.667248961356,13.967722872207803,PhD,0,Low Income
North London,20036.612862058406,13.582411008262268,PhD,0,Low Income
West London,5045.993010381408,14.591123900053578,Bachelor,0,Low Income
Central London,17724.571244144292,6.094721362626496,PhD,1,Middle Income
East London,28580.443564163903,6.997701142117254,Bachelor,1,Middle Income
East London,18524.037943397936,3.379773390827951,Bachelor,1,Middle Income
South London,9781.550841948505,13.45468946507614,PhD,0,Low Income
South London,12942.95123895948,1.7561454193773984,Masters,1,Middle Income
Central London,46617.098035239855,12.355964374945723,High School,0,Low Income
East London,21427.038122173457,17.524221812181043,PhD,0,Low Income
North London,37062.71624375947,17.925810817503038,PhD,0,Low Income
West London,50838.30981463083,9.531717447029273,Masters,1,Middle Income
East London,69349.08803430716,9.726770076048401,Bachelor,2,High Income
North London,4891.901844268795,2.46241447715233,Masters,1,Middle Income
North London,80141.62949199522,13.744535483417678,Masters,2,High Income
West London,63162.138559599865,16.603928987084064,Bachelor,2,High Income
North London,9094.144162938319,5.648446037489547,PhD,1,Middle Income
Central London,87484.28378657094,9.004716751033929,Masters,2,High Income
North London,92166.36765264951,16.93794739854014,Masters,2,High Income
Central London,7046.718025631511,17.66528888558347,PhD,0,Low Income
North London,28410.887166573168,5.6204196250202925,PhD,1,Middle Income
South London,80813.92669951307,11.460842056285921,High School,2,High Income
North London,75077.70934798218,4.657369862080714,Masters,1,Middle Income
Central London,19267.580916281357,2.935696518651574,High School,1,Middle Income
North London,21725.58301033432,18.311289526447194,Bachelor,0,Low Income
North London,37676.738176346815,16.58964258041007,PhD,0,Low Income
North London,48967.77553391111,15.440663134260305,PhD,0,Low Income
